seconds,x,y,z
0.002053291537,-0.28274004272217884,-0.5928868815710818,-0.24909757759906348
0.01200429164,-0.5929323471564809,-0.5136457846935448,-0.5227963294137036
0.02195629152,-0.8767893113591289,-0.43530063523444995,-0.7737010816045449
0.03190729162,-1.1117704739505399,-0.3597351259705328,-0.9796776301686478
0.04185829172,-1.2803095393190422,-0.28892615303007774,-1.1229938291929826
0.0518102916,-1.371534052113475,-0.22482911534996644,-1.192102204793168
0.0617612917,-1.3822124592226634,-0.1691955681842088,-1.18268534355702
0.07171329157,-1.316805422643114,-0.12336872355605204,-1.0979177644443228
0.08166429168,-1.186617645357115,-0.08810675770808069,-0.9479832931338684
0.09161629155,-1.0081707865802954,-0.06347307809784981,-0.7489348330889462
0.1015672917,-0.8010261236325656,-0.048817466475493516,-0.5210267721593814
0.1115192915,-0.5853590805186497,-0.04285236388893499,-0.2866994540542559
0.1214702916,-0.3796152500347309,-0.043805121559974645,-0.06842889311159069
0.1314222915,-0.19855671063204472,-0.04960892727812575,0.11334822450819185
0.1413732916,-0.05194074300248152,-0.058092432721322765,0.24206436999331696
0.1513242917,0.056033106060450984,-0.06714318083731438,0.30649225954633535
0.1612762916,0.1265015055683609,-0.07484461443182348,0.3017840221536121
0.1712272917,0.16506217982299975,-0.07960456464200394,0.23000796578574031
0.1811792916,0.18046058852870595,-0.08029005021911596,0.10009188538386893
0.1911302917,0.18309485614426776,-0.07635912690152752,-0.07291384647858323
0.2010822915,0.18357594995839768,-0.0679533868979294,-0.2692719697192581
0.2110332916,0.19151288083609128,-0.055906041679414965,-0.46659009675170526
0.2209852915,0.21460685928253062,-0.0416374556976324,-0.642222776887722
0.2309362916,0.2580658549691888,-0.026942330033081673,-0.7757386389009687
0.2408882917,0.32430940729807134,-0.013704569756487265,-0.8511243496834097
0.2508392916,0.412920797361781,-0.0035959400614817894,-0.8584260694595112
0.2607912917,0.5208083817919492,0.0021826124516182172,-0.7946087906499856
0.2707422916,0.6425506764827817,0.003073415080349429,-0.6635389351551433
0.2806932917,0.7709130664227214,-0.0007682530125337515,-0.4751395696632322
0.2906452916,0.8975261346965252,-0.008498541763132037,-0.2438920119087159
0.3005962917,1.0136957784787448,-0.018683423763829556,0.013063237069149277
0.3105482915,1.1112770027351773,-0.029455256172793952,0.2779443366290409
0.3204992916,1.1835070948500341,-0.03872192326574537,0.5342000697501558
0.3304512915,1.2256834870555582,-0.044426947345205144,0.7680271824697038
0.3404022916,1.2355967919652553,-0.044850168520576036,0.9694023792354676
0.3503542917,1.2136799147851276,-0.03891985711174333,1.1325764677260564
0.3603052916,1.1628869087827904,-0.026487509886304366,1.2560440456034005
0.3702562917,1.0883496666638168,-0.008505304901335184,1.3420558625128314
0.3802082916,0.9968693720460267,0.012950678881312785,1.395782227728124
0.3901592917,0.8962898410287766,0.03484789827617978,1.4242578813159208
0.4001112916,0.7947863618997234,0.053555799152041825,1.4352390344811559
0.4100622917,0.7001019707934734,0.06535274823890318,1.4360899749125864
0.4200142915,0.6187812030262676,0.06700183197120593,1.432800646456259
0.4299652916,0.5554819642702176,0.05629422696370141,1.4292221677203905
0.4399172915,0.512469144816263,0.03245681288989485,1.426591732049818
0.4498682916,0.48938916247158565,-0.003659761123100887,1.4233979076926624
0.4598202917,0.4833858198987712,-0.049655704063478086,1.415610703802196
0.4697712916,0.48955368797138293,-0.10190780547985623,1.3972676558965744
0.4797222917,0.5016548055030281,-0.15608020206685674,1.361366723850963
0.4896742916,0.512968398613718,-0.20771575986428012,1.3009712413979813
0.4996252917,0.5171183841503428,-0.2527908858289197,1.2103920289885681
0.5095772916,0.5087393594930645,-0.2881322788083787,1.0862931902799848
0.5195282917,0.48389537312122255,-0.31163793976011106,0.928581471052418
0.5294802915,0.44023898935242306,-0.3223072846993002,0.7409779528953913
0.5394312916,0.37696657263635736,-0.320140483109145,0.5312132342375628
0.5493832915,0.2946686288994706,-0.3059878470766413,0.31081320960315967
0.5593342916,0.19517937170747837,-0.28141351665620645,0.09445386379985089
0.5692862917,0.08149672113048485,-0.24860451231117445,-0.10111747362682871
0.5792372916,-0.04221554332937889,-0.21032520075588268,-0.2585501568550843
0.5891882917,-0.17059587824275355,-0.16989253647233366,-0.36163154462955494
0.5991402916,-0.2971180706116858,-0.13112748695410867,-0.3971139383110186
0.6090912917,-0.4142845073628055,-0.098225019889081,-0.35639814526208435
0.6190432915,-0.5140326006442655,-0.07548460242299487,-0.23685241077788108
0.6289942916,-0.5883445597050941,-0.0668601746535394,-0.042601768635061925
0.6389462915,-0.6299969599371485,-0.0753256034103741,0.2152891336304395
0.6488972916,-0.6333556634411222,-0.10210905540911347,0.5192230594289542
0.6588492917,-0.595105535264787,-0.14592129777195084,0.8459799134341511
0.6688002916,-0.5147948604515162,-0.20236980105044441,1.168019357697005
0.6787512917,-0.39508371470396414,-0.26378368349696707,1.455102267245801
0.6887032916,-0.2416357128830665,-0.3196460590734741,1.6762354197236664
0.6986542917,-0.06268418480032265,-0.35772537634468543,1.8020155655313281
0.7086062916,0.13159998975668186,-0.36582560968641126,1.8074435924288526
0.7185572917,0.3297681873496889,-0.33388096712852006,1.6751450635233154
0.7285092915,0.5196587436184955,-0.2559760083178755,1.3986855019064108
0.7384602916,0.6888734327728927,-0.13184183039066708,0.9854014227926344
0.7484122915,0.8253226077696838,0.032518549345706284,0.4580023124012047
0.7583632916,0.9180741139615183,0.22522584018621217,-0.1457843559314885
0.768313875,0.9586686114138976,0.42986943734370453,-0.7760267360397675
0.7782658751,0.9428316726490658,0.6275469910553717,-1.3759275486320022
0.7882168749,0.8722070534235081,0.7992378219534576,-1.8891419220435
0.798168875,0.7554994385276316,0.928125794988383,-2.2678501950700096
0.8081198749,0.608381234278337,1.001530967833388,-2.4798609075195936
0.818071875,0.45176140984813906,1.0122082741735847,-2.513016131633213
0.8280228749,0.30851630840482175,0.9589158142247256,-2.375862133412025
0.837973875,0.19937594621610943,0.8463022105666151,-2.09472507597194
0.8479258749,0.13904401164950764,0.6842372014674052,-1.708380015842984
0.857876875,0.13356241828909365,0.4866830678748045,-1.2618693897633622
0.8678288748,0.17945322902144073,0.2701471506428559,-0.8006952319750766
0.877779875,0.2645887715465896,0.051770059533091974,-0.3660096468271798
0.8877318751,0.37035753773887364,-0.15278640384146064,0.009011599995268679
0.8976828749,0.4745909695942924,-0.3313534825371079,0.3015705295863866
0.907634875,0.5547853239186138,-0.4768011227239169,0.5003464906737762
0.9175858749,0.5912517811654647,-0.5877735809313994,0.6052019741171111
0.927536875,0.5698809807652466,-0.6684006789327603,0.6255344161619703
0.9374888749,0.48421418211899137,-0.7269694041666509,0.5775790397086624
0.947439875,0.33652323200787315,-0.7737706364129547,0.48123997079564657
