seconds,x,y,z
0.001899416791,-0.006695776085120762,0.04064357033401337,-0.03798919726169872
0.01185141667,-0.002191649175960273,0.03269384780741155,-0.026499818516963158
0.02180241677,0.0008679513532120428,0.025619019697322973,-0.015977092520822474
0.03175441665,0.0014615868055770167,0.020045662353321555,-0.007231477178762124
0.04170541675,-0.0009429291197549664,0.016383477933643628,-0.0007870547543164888
0.05165641662,-0.006281263346312694,0.014770800413021515,0.003173337808507294
0.06160841673,-0.01390597135583402,0.01506324264075753,0.004789965279993593
0.07155941683,-0.022716297696347424,0.016868414064458916,0.004449497075079864
0.0815104167,-0.03137439065212237,0.019621334265359055,0.0026751712052061013
0.09146241681,-0.03855977223845099,0.022686154481316664,1.1592257846999303e-05
0.1014134167,-0.04320790172462082,0.02546382663079171,-0.0030711060003874063
0.1113644168,-0.044685863864316964,0.027485820733851078,-0.006235120210069702
0.1213164167,-0.04287581214033769,0.02848025357592715,-0.00928608462475113
0.1312674168,-0.03815925433543819,0.028404091320948392,-0.012142429254998883
0.1412194166,-0.031316059733469674,0.02743938155085271,-0.01478103196231878
0.1511704167,-0.023365811896187066,0.025953671337830563,-0.017181978387256696
0.1611214168,-0.015383655109307556,0.02442846161725541,-0.01928897771552122
0.1710734167,-0.008320102894641392,0.023365663204734852,-0.020990220483502433
0.1810244168,-0.0028490423953420594,0.023187900995891197,-0.02211570537094762
0.1909754167,0.0007359600747719152,0.02415121216824094,-0.02244496381823453
0.2009274168,0.002560134559633471,0.026287231757849236,-0.021720648509703667
0.2108784167,0.0031297607965905675,0.029386931767359927,-0.019663794461103383
0.2208294168,0.003219408816318208,0.033030204137502954,-0.01598488775638949
0.2307814166,0.003703009462798778,0.03665575278734458,-0.010385340179794148
0.2407324167,0.005364331346708332,0.03965568244306953,-0.002550760915473145
0.2506834166,0.00873027316112611,0.04147293820045036,0.007851373769418649
0.2606354167,0.013964749436699975,0.04168178037635453,0.021149692680179216
0.2705864168,0.020843194176144476,0.04004160166024314,0.03760663307231124
0.2805384167,0.028804141861400814,0.03652561697069855,0.0573154428912919
0.2904894168,0.03705374182849687,0.031329606713987386,0.08007578477559525
0.3004404167,0.04468975536166555,0.024860270643124183,0.10528227015252153
0.3103924168,0.05081756015735206,0.017695733391391643,0.13186452102566507
0.3203434166,0.05464770513142055,0.010512295656708246,0.15830963792565395
0.3302944168,0.05558085829972328,0.003983382842270841,0.18278093509994262
0.3402464166,0.05328966152482129,-0.0013294959703225094,0.20332462124050116
0.3501974167,0.04779483200125828,-0.005068063452989629,0.21813350924809244
0.3601484168,0.03951325165045537,-0.007130391597816825,0.2258200977800774
0.3701004167,0.029243905891095635,-0.007677516066419948,0.2256463545310611
0.3800514168,0.018065764198419727,-0.007097299660545463,0.21766535765235073
0.3900034167,0.007150612989805501,-0.005936361968756598,0.20274629749469952
0.3999544168,-0.002470174624766237,-0.004812765817502704,0.18247372829641226
0.4099054167,-0.010122397649657978,-0.004321063248397602,0.15893172872373565
0.4198574168,-0.015627510263614763,-0.0049383545726900974,0.1344036163195267
0.4298084166,-0.01932395788457733,-0.0069368945672690615,0.11103639891497569
0.4397594167,-0.02196666422139498,-0.010310102253303545,0.09053015057750313
0.4497114166,-0.02453360412677698,-0.014726313222466269,0.07390882575320817
0.4596624167,-0.027992393500033286,-0.01953087321929257,0.061409951395942027
0.4696134168,-0.033088382020434105,-0.023812159533639528,0.05250407559145818
0.4795654167,-0.040207629863791165,-0.02652993959873518,0.046030799276239556
0.4895164168,-0.04934700308662286,-0.026684277849142176,0.04042171952815473
0.4994674167,-0.06019558112833065,-0.023490508734509002,0.03397172951353674
0.5094194168,-0.07230267180001593,-0.01652616069235207,0.025117723651842977
0.5193704166,-0.0852831148037535,-0.005827580338740218,0.012687025971467154
0.5293224168,-0.09899527778228161,0.008071157725345016,-0.003914189525748622
0.5392734166,-0.11362676029897387,0.02415626057846383,-0.024590453030792856
0.5492244167,-0.12964172822770884,0.041008535928337544,-0.04852827649364917
0.5591764168,-0.14758146512207612,0.05693501958033094,-0.0742406275888508
0.5691274167,-0.16775794067881233,0.07015461097080485,-0.09967206314064303
0.5790784168,-0.1899246859793542,0.07902287103517593,-0.12235706159971306
0.5890304167,-0.21303481535844823,0.08226595048891243,-0.13962964952442194
0.5989814168,-0.23519166854239784,0.07918070086952429,-0.1488785504875413
0.6089324167,-0.2538598804870932,0.06975436956333461,-0.1478284762521889
0.6188844168,-0.2663390750470303,0.05466786807057499,-0.13481363004221228
0.6288354166,-0.27042170200227617,0.03517094496760043,-0.10900266653562188
0.6387864167,-0.2650798276061,0.012850375842349736,-0.07053810935522059
0.6487384166,-0.25097853869886483,-0.010655218905391386,-0.020566166922421455
0.6586894167,-0.2306245663019639,-0.03392113698204031,0.038847677841124584
0.6686414168,-0.20804377143801006,-0.055917629707189095,0.1049005162289878
0.6785924167,-0.18802353054945525,-0.07607610026285373,0.17429883620951564
0.6885434168,-0.17510298885045358,-0.09425444433234247,0.24353448035643427
0.6984954167,-0.17258179351530878,-0.1106418980900483,0.309160827429411
0.7084464168,-0.18180951772049048,-0.1256412787339572,0.36804822461849335
0.7183974166,-0.20192466433786846,-0.13974807058399555,0.4176007047863471
0.7283494167,-0.2300806206552615,-0.15343228789750946,0.4559168516300975
0.7383004166,-0.26207655367713967,-0.16702830918093484,0.48188171304035254
0.7482514167,-0.2932331402167568,-0.18064272959072578,0.49518509972978597
0.7582034168,-0.31932035611818405,-0.19409214296807564,0.49627155748621854
0.7681544167,-0.33734756561785517,-0.20688069390850233,0.48623532659022783
0.7781054168,-0.34605538413944714,-0.21822454272639688,0.46667863907772683
0.7880574167,-0.3460029599217542,-0.22712832335385705,0.43955538508695763
0.7980084168,-0.3392257528346042,-0.23251486801541374,0.4070244631012273
0.8079604167,-0.32853994104147777,-0.2334001599766456,0.37133239642237653
0.8179114168,-0.3166658673107647,-0.22908987500157604,0.33472742083030177
0.8278624166,-0.30540268042926066,-0.2193581536743257,0.2993824341507947
0.8378144167,-0.2950861292277979,-0.20456385010721928,0.2672881752055444
0.8477654168,-0.2844953181308007,-0.18566967405139065,0.24008335940513334
0.8577164167,-0.27125505051285487,-0.16415052912801065,0.21881215984884464
0.8676684168,-0.2526374648096742,-0.14180012842224896,0.20362944582128972
0.8776194167,-0.22653855690082494,-0.12046496658986602,0.19350471082642098
0.8875704168,-0.19232999164124395,-0.10175138179700756,0.1860077059901235
0.8975224167,-0.15129438178430887,-0.08676233151153497,0.17728765106103503
0.9074734168,-0.10645618896544641,-0.07591861623024274,0.16236445866657387
0.9174244166,-0.061802750819408864,-0.06889867231701491,0.13580865485593627
0.9273764167,-0.021095262908274945,-0.06469640182577355,0.0927861192060093
0.9373274166,0.013375532576098716,-0.061765211140378626,0.030309527448408948
0.9472794167,0.04168563045337388,-0.05820723284797634,-0.05157739949043118
0.9572304168,0.066498271507879,-0.05198325898158181,-0.14900855114768513
0.9671814167,0.09246244430735595,-0.041144406024618274,-0.2541924995666019
0.9771334168,0.12488541501482693,-0.02409584044874089,-0.3561801821698725
0.9870844167,0.16801392747343505,0.00011724343931356663,-0.4424910727614314
0.9970354168,0.2234196875250514,0.031549238909661714,-0.5013324725560169
1.006987417,0.2890013225659047,0.06919491741371835,-0.5239123269441501
