"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.073141000E0,1.570121829E0,-1.706208172E0,-4.496301261E-1,2.361905191E0
3.083093000E0,2.032532507E0,-1.815205534E0,6.271178256E-1,2.796325498E0
3.093044000E0,2.124688718E0,-2.012365460E0,1.074068173E0,3.117296799E0
3.102995000E0,2.021436245E0,-2.616875757E0,1.865881306E0,3.796808695E0
3.112946000E0,2.206836251E0,-3.038323181E0,9.961138245E-1,3.885071008E0
3.122898000E0,1.684310349E0,-2.729926409E0,-7.668623328E-1,3.298102089E0
3.132849000E0,2.014258788E0,-2.628841499E0,-1.756127021E0,3.748603501E0
3.142800000E0,2.723547097E0,-2.293877903E0,-2.448548452E0,4.321455096E0
3.152752000E0,3.248556311E0,-1.973516559E0,-3.442629492E0,5.128311957E0
3.162703000E0,3.062372194E0,-1.960305360E0,-4.226920035E0,5.575641088E0
3.172654000E0,3.200015650E0,-1.744691622E0,-4.279085093E0,5.620909023E0
3.182605042E0,3.331607239E0,-1.723214799E0,-4.341426644E0,5.737339222E0
3.192557042E0,3.598688169E0,-1.724704084E0,-4.263443791E0,5.839701506E0
3.202508042E0,3.925283230E0,-1.436200710E0,-3.758522394E0,5.621121907E0
3.212459042E0,3.684080907E0,-1.389584368E0,-3.454875315E0,5.238278370E0
3.222411042E0,2.744253842E0,-2.258099960E0,-3.266171633E0,4.826781714E0
3.232362042E0,1.701932688E0,-2.817147571E0,-2.757129703E0,4.293560237E0
3.242313042E0,7.208043998E-1,-3.535625948E0,-2.519398579E0,4.400861169E0
3.252264042E0,-8.688787043E-2,-4.135932097E0,-2.049016392E0,4.616486975E0
3.262216042E0,-1.263372803E-1,-3.595593823E0,-2.612828314E-1,3.607287730E0
3.272167042E0,1.489396924E-1,-3.075393358E0,5.072246155E-1,3.120497421E0
3.282118042E0,4.691747367E-1,-2.458477024E0,1.162296956E0,2.759559462E0
3.292069042E0,9.174597108E-1,-1.893483379E0,2.071884268E0,2.952916533E0
3.302021042E0,1.381963107E0,-1.384862741E0,2.786157036E0,3.404458528E0
3.311972042E0,1.610596256E0,-8.093552184E-1,3.085339472E0,3.573289217E0
3.321923042E0,1.516228627E0,-7.303283447E-1,3.133099530E0,3.556492852E0
3.331875042E0,1.062131521E0,-7.283648497E-1,2.728673058E0,3.017332494E0
3.341826042E0,8.485321480E-1,-7.650134432E-1,2.482928910E0,2.733164530E0
3.351777042E0,7.664436722E-1,-6.242411417E-1,2.255551451E0,2.462645986E0
3.361728042E0,7.341103238E-1,-6.262058061E-1,1.859191506E0,2.094670555E0
3.371680042E0,6.617849439E-1,-7.718312967E-1,1.362591866E0,1.700099837E0
3.381631042E0,5.648825473E-1,-9.061307305E-1,6.450168836E-1,1.247482254E0
3.391582042E0,5.164494753E-1,-8.445648122E-1,6.113679117E-1,1.163520737E0
3.401534042E0,-1.000318265E-1,-1.664217562E0,-6.433141744E-1,1.787030942E0
3.411485042E0,-5.581781298E-1,-1.536528990E0,-1.672428807E0,2.338696705E0
3.421436042E0,-6.937715524E-1,-1.724314075E0,-1.481296484E0,2.376724062E0
3.431387042E0,-6.118479681E-1,-1.769357516E0,-1.368958315E0,2.319273771E0
3.441339042E0,-5.889081717E-1,-1.682091916E0,-1.250081204E0,2.176912737E0
3.451290042E0,-4.151645905E-1,-1.536388072E0,-7.359904960E-1,1.753434332E0
3.461241042E0,-3.680167365E-1,-1.260863178E0,-3.317157599E-1,1.354713112E0
3.471193042E0,-3.435970098E-1,-1.021664110E0,-1.988374919E-2,1.078077837E0
3.481144042E0,-2.594497293E-1,-7.257645929E-1,3.434060982E-1,8.437867945E-1
3.491095042E0,-1.647382843E-1,-4.449584931E-1,8.569951156E-1,9.795751074E-1
3.501046042E0,-1.388444746E-1,-2.513022190E-1,1.255585481E0,1.287992816E0
3.510998042E0,-7.124890745E-2,-5.838971078E-2,1.414171033E0,1.417168118E0
3.520949042E0,-1.949520171E-2,1.192978173E-1,1.481219593E0,1.486143840E0
3.530900042E0,-1.642248988E-2,2.990219307E-1,1.529458537E0,1.558501598E0
3.540852042E0,-1.471393347E-2,4.605717283E-1,1.412090886E0,1.485376547E0
3.550803042E0,-2.870047331E-2,6.397701770E-1,1.215901013E0,1.374243381E0
3.560754042E0,-4.640350342E-2,7.788859624E-1,1.029899621E0,1.292095143E0
3.570705042E0,-9.012138069E-2,8.214057451E-1,1.004730866E0,1.300889455E0
3.580657042E0,-4.960076094E-2,1.092702518E0,8.416473439E-1,1.380155528E0
3.590608042E0,-2.847652495E-2,1.302213517E0,7.497665361E-1,1.502904127E0
3.600559042E0,-5.273311436E-2,1.445576720E0,7.596354666E-1,1.633866236E0
3.610510042E0,-1.266612160E-1,1.561563259E0,7.413956621E-1,1.733260051E0
3.620462042E0,-1.753077114E-1,1.727441751E0,7.147958010E-1,1.877690292E0
3.630413042E0,-2.472787499E-1,1.881139323E0,6.982692307E-1,2.021734861E0
3.640364042E0,-4.156534177E-1,1.937731599E0,6.499612892E-1,2.085670442E0
3.650316042E0,-5.864026397E-1,1.904093152E0,6.115819198E-1,2.084099622E0
3.660267042E0,-8.003680480E-1,1.862324152E0,5.995489347E-1,2.113835184E0
3.670218042E0,-1.042541302E0,1.771574780E0,5.938312349E-1,2.139627328E0
3.680169042E0,-1.341809985E0,1.634373373E0,5.482726541E-1,2.184544177E0
3.690121042E0,-1.603372605E0,1.519143464E0,3.943069875E-1,2.243675239E0
3.700072042E0,-1.656594255E0,1.550978045E0,3.927144983E-1,2.303054949E0
3.710023042E0,-1.821335170E0,1.511693527E0,2.935699868E-1,2.385091708E0
3.719975042E0,-1.893426661E0,1.501054518E0,2.056524217E-1,2.424978785E0
3.729926042E0,-1.916261208E0,1.503708569E0,1.439561105E-1,2.440065540E0
3.739877042E0,-1.944669905E0,1.486151719E0,1.764385629E-1,2.453878265E0
3.749828042E0,-1.987214539E0,1.389123023E0,8.712205142E-2,2.426164596E0
3.759780042E0,-2.139790030E0,1.217609569E0,-1.046069804E-1,2.464186895E0
3.769731042E0,-2.403090735E0,1.045799662E0,-2.843571138E-1,2.636171653E0
3.779682042E0,-2.704643926E0,8.373154342E-1,-4.492614591E-1,2.866710966E0
3.789634042E0,-3.009139143E0,6.760498112E-1,-6.250313929E-1,3.146843811E0
3.799585042E0,-3.389224240E0,4.411694974E-1,-7.892668167E-1,3.507764756E0
3.809536042E0,-3.890484695E0,8.688962460E-4,-9.784914860E-1,4.011647730E0
3.819487042E0,-4.376139809E0,-5.047170371E-1,-1.168851100E0,4.557581794E0
3.829439042E0,-4.760057464E0,-9.699057269E-1,-1.284463125E0,5.024809419E0
3.839390042E0,-4.950022976E0,-1.230166465E0,-1.245693454E0,5.250503707E0
3.849341042E0,-4.899318261E0,-1.220171235E0,-9.828552631E-1,5.143747829E0
3.859292042E0,-4.584024406E0,-8.379095113E-1,-5.528679809E-1,4.692657574E0
3.869244042E0,-4.111704159E0,-9.818586051E-2,-3.369165659E-3,4.112877692E0
3.879195042E0,-3.574847024E0,8.908601421E-1,6.095032346E-1,3.734254575E0
3.889146042E0,-3.040487820E0,1.921630121E0,1.089775110E0,3.758302582E0
3.899098042E0,-2.745737573E0,2.646762046E0,1.285352194E0,4.024494304E0
3.909049042E0,-2.894002496E0,2.732393349E0,1.200752339E0,4.157286380E0
3.919000042E0,-3.314552080E0,2.269150028E0,7.191739038E-1,4.080748515E0
3.928951042E0,-3.450099017E0,1.654734548E0,-6.842177868E-2,3.827010738E0
3.938903042E0,-3.221505337E0,1.113438499E0,-4.400766528E-1,3.436787656E0
3.948854042E0,-2.872809556E0,7.148548579E-1,-7.262724236E-1,3.048200099E0
3.958805042E0,-2.346396717E0,3.798678732E-1,-1.226925938E0,2.674925123E0
3.968757042E0,-1.579031524E0,1.533666193E-1,-1.656120776E0,2.293381324E0
3.978708042E0,-7.076551813E-1,-1.713351130E-1,-1.692296476E0,1.842280907E0
3.988659042E0,-1.473586053E-1,-4.368817341E-1,-1.465963476E0,1.536759292E0
3.998610042E0,2.750021535E-1,-8.044464809E-1,-1.008532434E0,1.319051930E0
4.008562042E0,4.324904752E-1,-1.275713351E0,-6.330648825E-1,1.488376200E0
4.018513042E0,4.441626871E-1,-1.677922851E0,-1.772829008E-1,1.744744913E0
4.028464042E0,4.005138069E-1,-1.982573896E0,2.542381060E-1,2.038540551E0
4.038415042E0,2.576101953E-1,-2.286872354E0,4.149909282E-1,2.338453687E0
4.048367042E0,3.143281871E-1,-2.286856567E0,7.843171486E-1,2.437964018E0
4.058318042E0,4.773169845E-1,-2.183301793E0,1.032550457E0,2.461868938E0
4.068269042E0,8.263776326E-1,-2.291922010E0,7.708594894E-1,2.555392503E0
4.078221042E0,1.342139475E0,-2.209174553E0,8.059908767E-1,2.707658004E0
4.088172042E0,1.882697605E0,-2.329085743E0,1.335025899E0,3.278945688E0
4.098123042E0,1.636433347E0,-2.076767278E0,1.751948893E0,3.171782047E0
4.108074042E0,1.635639880E0,-1.902097498E0,1.718285011E0,3.040690068E0
4.118026042E0,1.732593732E0,-1.684878699E0,1.326505336E0,2.756866641E0
4.127977042E0,1.938860697E0,-1.495970948E0,1.092077305E0,2.681369560E0
4.137928042E0,2.046467591E0,-1.580367905E0,1.025957282E0,2.781758555E0
4.147880042E0,4.011203971E0,-1.815327741E0,-4.411909859E-1,4.424909218E0
4.157831042E0,5.209346990E0,-1.355437213E0,1.246911867E0,5.525332144E0
4.167782042E0,4.168373619E0,-1.543619324E0,-5.622248416E-1,4.480423643E0
4.177733042E0,4.344074264E0,-1.513233683E0,-1.692190057E0,4.901465554E0
4.187685000E0,4.199309483E0,-1.038082507E0,-1.022153961E0,4.444841296E0
4.197636000E0,3.866326924E0,-1.239261809E0,-9.037348339E-1,4.159445920E0
4.207587000E0,3.800038794E0,-1.214943824E0,-8.793170075E-1,4.085288452E0
4.217538000E0,4.074280225E0,-8.820998436E-1,-1.152234775E0,4.324986065E0
4.227490000E0,4.603433946E0,-8.959402031E-1,-1.844824605E0,5.039612164E0
4.237441000E0,5.258127387E0,-1.253183445E0,-1.532771569E0,5.618519471E0
4.247392000E0,4.866156946E0,-1.491776156E0,-1.393550680E0,5.277012699E0
4.257344000E0,4.668093041E0,-1.603577843E0,-1.563420335E0,5.177532007E0
4.267295000E0,4.465714476E0,-1.698103931E0,-1.510601267E0,5.010796237E0
4.277246000E0,4.236648633E0,-1.588496704E0,-1.272621928E0,4.700221270E0
4.287197000E0,4.214769521E0,-1.103060276E0,-9.398357626E-1,4.456940133E0
4.297149000E0,4.027474433E0,-9.141811770E-1,-1.054166297E0,4.262340216E0
4.307100000E0,3.712873181E0,-1.382440825E0,-1.465632670E0,4.224292724E0
4.317051000E0,3.385563006E0,-1.473691887E0,-9.455415487E-1,3.811542137E0
4.327002000E0,2.959032598E0,-1.888545406E0,-3.358126116E-1,3.526364668E0
4.336954000E0,2.966683679E0,-2.544938048E0,7.949711410E-1,3.988721704E0
4.346905000E0,2.722379408E0,-3.303999025E0,1.380016569E0,4.498022335E0
4.356856000E0,2.623338684E0,-3.203300616E0,1.369457667E0,4.361015363E0
4.366808000E0,3.963881285E0,-4.736504880E0,2.890129008E0,6.819067312E0
4.376759000E0,1.105358816E0,-1.512367126E0,-2.866738976E0,3.424509424E0
4.386710000E0,1.318672845E0,-8.238107049E-1,-1.658084418E0,2.273060951E0
4.396661000E0,7.083322889E-1,-9.415818143E-1,-2.510024908E0,2.772820943E0
4.406613000E0,6.141658044E-1,-8.660983533E-1,-2.449267659E0,2.669501463E0
4.416564000E0,4.054693222E-1,-3.526270988E0,-1.053512725E0,3.702550677E0
4.426515000E0,1.425475162E-1,-5.063301669E0,-1.253667156E-1,5.066859027E0
4.436467000E0,5.056625319E-1,-5.758936729E0,1.270610340E0,5.919079108E0
4.446418000E0,1.301922911E0,-6.248892471E0,2.944157281E0,7.029347229E0
4.456369000E0,2.091979394E0,-6.892131801E0,6.232323800E0,9.524689942E0
4.466320000E0,2.143674628E0,-6.233354664E0,8.011713384E0,1.037485434E1
4.476272000E0,1.981637172E0,-6.141913567E0,8.135822875E0,1.038468112E1
4.486223000E0,2.104496529E0,-3.772787846E0,6.994131800E0,8.220748956E0
4.496174000E0,2.197276638E0,-2.485481220E0,6.444930900E0,7.248639585E0
4.506125000E0,1.894285617E0,-1.419360729E0,5.532053068E0,6.017184892E0
4.516077000E0,1.440465084E0,-5.229398847E-1,4.377427951E0,4.637917771E0
4.526028000E0,7.826761276E-1,7.027242243E-2,3.463463706E0,3.551492781E0
4.535979000E0,-2.658670485E-1,2.218778604E-1,3.021770883E0,3.041548017E0
4.545931000E0,-4.926173937E-1,3.365534538E-1,2.984910035E0,3.043949415E0
4.555882000E0,-1.640893019E0,2.312626415E-1,2.757424110E0,3.217048342E0
4.565833000E0,-2.647114340E0,1.142697966E-1,2.696787314E0,3.780599653E0
4.575784000E0,-3.345418070E0,6.805223465E-2,2.672761105E0,4.282534891E0
4.585736000E0,-3.839320974E0,-7.843455076E-2,2.571738760E0,4.621728872E0
4.595687000E0,-4.192981626E0,-2.324098653E-1,2.386309519E0,4.830070640E0
4.605638000E0,-4.346240365E0,-2.668072808E-1,2.218949343E0,4.887200387E0
4.615590000E0,-4.371229025E0,-2.513565981E-1,2.112357087E0,4.861365631E0
4.625541000E0,-4.341164397E0,-1.554131448E-1,2.203383032E0,4.870806745E0
4.635492000E0,-4.356815054E0,-1.548553205E-1,2.299399868E0,4.928798772E0
4.645443000E0,-4.426671155E0,-2.254961175E-1,2.509668227E0,5.093594077E0
4.655395000E0,-4.721018821E0,-4.089834988E-1,2.878845052E0,5.544640209E0
4.665346000E0,-5.018900253E0,-5.510755169E-1,3.568607168E0,6.182879676E0
4.675297000E0,-5.143499740E0,-4.407543451E-1,4.211995018E0,6.662638817E0
4.685248000E0,-5.125892605E0,-1.422721124E-1,4.574019820E0,6.871438980E0
4.695200000E0,-5.139503753E0,2.311264014E-1,4.554973977E0,6.871368581E0
4.705151000E0,-5.157107965E0,5.811348832E-1,4.077640035E0,6.600047619E0
4.715102000E0,-5.127699394E0,8.956519353E-1,3.321987984E0,6.175038270E0
4.725054000E0,-4.993370724E0,1.164004635E0,2.536732650E0,5.720460691E0
4.735005000E0,-4.757438496E0,1.543052729E0,1.755973824E0,5.300724181E0
4.744956000E0,-4.639073895E0,1.839466801E0,8.702750194E-1,5.065769766E0
4.754907000E0,-4.542784871E0,2.036469437E0,1.099031691E-1,4.979576373E0
4.764859000E0,-4.283242756E0,2.200804263E0,-3.390496302E-1,4.827490296E0
4.774810000E0,-4.229718513E0,2.179033910E0,-7.182264356E-1,4.811918193E0
4.784761000E0,-4.338926960E0,2.009917815E0,-1.455500615E0,4.998453643E0
4.794712000E0,-4.239486287E0,1.905104136E0,-1.992584914E0,5.056981351E0
4.804664000E0,-3.817348891E0,1.894811282E0,-2.069150695E0,4.737493742E0
4.814615000E0,-3.329471251E0,1.899876140E0,-2.276117570E0,4.458208088E0
4.824566000E0,-3.157802846E0,1.601958749E0,-2.397468345E0,4.276195168E0
4.834518000E0,-2.824252523E0,1.467723050E0,-2.033693179E0,3.777104871E0
4.844469000E0,-2.678224744E0,1.247533280E0,-1.712670515E0,3.415035484E0
4.854420000E0,-2.747699606E0,1.012931294E0,-1.633800931E0,3.353384620E0
4.864371000E0,-2.704912605E0,9.561080521E-1,-1.566043396E0,3.268514453E0
4.874323000E0,-2.456662633E0,9.211072040E-1,-1.853567362E0,3.212373225E0
4.884274000E0,-1.946204507E0,1.092930560E0,-2.006003104E0,3.001042760E0
4.894225000E0,-1.636240243E0,1.151260044E0,-1.664153827E0,2.602323920E0
4.904176000E0,-1.442773711E0,8.435462272E-1,-1.904545727E0,2.533862791E0
4.914128000E0,-1.365070647E0,6.770818448E-1,-1.763142511E0,2.330349589E0
4.924079000E0,-1.565033874E0,5.691352272E-1,-1.402182194E0,2.177007313E0
4.934030000E0,-1.815667610E0,7.679247719E-1,-1.470828506E0,2.459612534E0
4.943982000E0,-2.107943024E0,9.781093705E-1,-1.692920959E0,2.875083147E0
4.953933000E0,-2.382780724E0,1.131937335E0,-1.800247772E0,3.193715415E0
4.963884000E0,-2.884755417E0,1.063465270E0,-1.720899886E0,3.523388797E0
4.973835000E0,-2.955738861E0,1.072874025E0,-1.695193187E0,3.572272502E0
4.983787000E0,-3.525072309E0,1.113882887E0,-1.289495677E0,3.915312117E0
4.993738000E0,-3.749773205E0,1.299758856E0,-1.209140974E0,4.148758136E0
5.003689000E0,-4.125208889E0,1.272106789E0,-1.158436478E0,4.469628523E0
5.013640000E0,-4.757907443E0,1.122982324E0,-1.350040525E0,5.071625179E0
5.023592000E0,-5.340798830E0,9.913006890E-1,-1.722946558E0,5.698715122E0
5.033543000E0,-5.585353947E0,1.050082163E0,-1.854172110E0,5.978026888E0
5.043494000E0,-5.575139446E0,1.132532582E0,-1.611810722E0,5.912930212E0
5.053446000E0,-5.544945593E0,1.106408976E0,-1.332175820E0,5.809066609E0
5.063397000E0,-5.805164232E0,1.022518389E0,-1.132226772E0,6.002283988E0
5.073348000E0,-5.947281978E0,1.102502452E0,-1.057365016E0,6.140333489E0
5.083299000E0,-5.949691615E0,1.194944007E0,-1.089398403E0,6.165509742E0
5.093251000E0,-5.805760063E0,1.269419408E0,-9.186104429E-1,6.013494881E0
5.103202000E0,-5.791640207E0,1.265902308E0,-9.022557807E-1,5.996638261E0
5.113153000E0,-5.639072317E0,1.504150034E0,-8.083261085E-1,5.891943229E0
5.123104000E0,-5.343144733E0,1.866798441E0,-1.275364273E0,5.801783009E0
5.133056000E0,-4.924625010E0,1.994818550E0,-1.903265187E0,5.643903871E0
5.143007000E0,-4.585590290E0,1.783614782E0,-3.125671227E0,5.829128633E0
5.152958000E0,-4.350902057E0,1.410164813E0,-2.569280591E0,5.245961901E0
5.162910000E0,-4.782602574E0,8.937170917E-1,-1.201216754E0,5.011480750E0
5.172861000E0,-4.704575866E0,8.869629729E-1,-1.239974585E0,4.945429644E0
5.182812000E0,-5.057584262E0,6.460307908E-1,-1.704609689E0,5.376077431E0
5.192763000E0,-4.661363481E0,5.069980359E-1,-2.451600698E0,5.291096530E0
5.202715000E0,-4.070139812E0,1.846422064E-1,-3.460703820E0,5.345708724E0
5.212666000E0,-3.918024496E0,1.630653960E-1,-3.556696390E0,5.294109509E0
5.222617000E0,-2.930368669E0,-7.990109092E-1,-3.745913458E0,4.822587128E0
5.232568000E0,-1.877981388E0,-1.481550545E0,-3.529743065E0,4.263905746E0
5.242520000E0,-3.578960833E-1,-1.566778391E0,-2.938909990E0,3.349638198E0
5.252471000E0,1.479357255E0,-1.832488734E0,-2.682756336E0,3.569831145E0
5.262422000E0,2.683091966E0,-2.261897727E0,-2.946344140E0,4.582150981E0
5.272374000E0,3.577235027E0,-2.451030595E0,-2.512017639E0,5.011426347E0
5.282325000E0,4.034576461E0,-2.534052286E0,-1.908472717E0,5.132396742E0
5.292276000E0,4.416067229E0,-2.138158364E0,-1.285279981E0,5.072012972E0
5.302227000E0,4.211896784E0,-1.854979464E0,-9.180385852E-1,4.692954099E0
5.312179000E0,3.496411597E0,-2.154014844E0,-1.209625196E-1,4.108443249E0
5.322130000E0,2.408978004E0,-1.951767256E0,7.289443088E-1,3.184953728E0
5.332081000E0,2.057602151E0,-1.059628912E0,1.510026047E0,2.763461363E0
5.342032000E0,1.290164745E0,-1.727934086E-1,2.251592009E0,2.600778577E0
5.351984000E0,7.491595951E-1,5.675307512E-3,2.802817215E0,2.901216408E0
5.361935000E0,5.609441552E-1,-1.443239003E-1,2.869639195E0,2.927510349E0
5.371886000E0,6.284970376E-1,-1.808643204E-1,2.922522583E0,2.994805282E0
5.381837000E0,1.286449132E0,-3.950390589E-1,3.244187272E0,3.512229816E0
5.391789000E0,6.878512466E-1,6.665591955E-2,3.160476193E0,3.235149474E0
5.401740000E0,4.887073606E-1,3.864389741E-1,3.124601187E0,3.186110880E0
5.411691000E0,5.722313279E-1,4.456110424E-1,2.971967808E0,3.059184621E0
5.421643000E0,1.142917237E-1,6.395719564E-1,3.091643940E0,3.159173490E0
5.431594000E0,-2.165960705E-1,6.033443624E-1,3.158589882E0,3.222984381E0
5.441545000E0,-4.853571984E-1,3.757397389E-1,3.214039028E0,3.272124514E0
5.451496000E0,-7.993933171E-1,-2.091841400E-2,3.540920602E0,3.630094484E0
5.461448000E0,-1.052183068E0,-5.060607272E-1,4.106422369E0,4.269179235E0
5.471399000E0,-1.032345219E0,-5.606170034E-1,4.684209137E0,4.829269439E0
5.481350000E0,-1.138729461E0,-6.802925509E-1,5.381770270E0,5.542829059E0
5.491301000E0,-1.136620370E0,-8.819057161E-1,5.559563048E0,5.742682722E0
5.501253000E0,-8.396075428E-1,-8.802597249E-1,5.352793808E0,5.489280423E0
5.511204000E0,-7.518648094E-1,-7.513736433E-1,5.153589696E0,5.262067065E0
5.521155000E0,-3.454108161E-1,-1.097193764E0,4.819307008E0,4.954680901E0
5.531107000E0,5.567771369E-1,-1.518786199E0,4.550300882E0,4.829280528E0
5.541058000E0,8.132728529E-1,-1.830282580E0,3.688973272E0,4.197602989E0
5.551009000E0,1.095032049E0,-2.153715466E0,3.637225413E0,4.366576944E0
5.560960000E0,9.127731675E-1,-1.886398308E0,4.823908474E0,5.259443545E0
5.570912000E0,4.931278557E-1,-2.021156749E0,4.738402301E0,5.175007831E0
5.580863000E0,5.118997568E-1,-2.327632710E0,4.093365537E0,4.736618711E0
5.590814000E0,1.012952929E0,-2.029487277E0,3.391310234E0,4.079935949E0
5.600765000E0,1.867172663E0,-2.211509346E0,2.940073586E0,4.125668434E0
5.610717000E0,1.179922510E0,-2.807859269E0,2.388815928E0,3.870753459E0
5.620668000E0,1.146368263E0,-2.592799847E0,2.513775312E0,3.788909811E0
5.630619000E0,1.034297020E0,-2.515350552E0,2.282018873E0,3.550263210E0
5.640570000E0,1.193540091E0,-2.293262776E0,1.975293674E0,3.253517667E0
5.650522000E0,1.396785214E0,-2.188540313E0,2.035443981E0,3.299052870E0
5.660473000E0,1.244055941E0,-2.384886891E0,1.752660646E0,3.210479716E0
5.670424000E0,1.206093478E0,-2.527680575E0,1.707170477E0,3.279978904E0
5.680376000E0,1.264644572E0,-2.915036978E0,1.548345190E0,3.534704981E0
5.690327000E0,1.539495283E0,-3.165793651E0,1.532659303E0,3.839445234E0
5.700278000E0,1.931071621E0,-3.228310327E0,1.832020372E0,4.184175404E0
5.710229000E0,2.217261837E0,-3.440341476E0,1.927799957E0,4.524225039E0
5.720181000E0,2.465182611E0,-3.773128738E0,1.505159702E0,4.751750363E0
5.730132000E0,2.651779541E0,-3.950690551E0,1.358310535E0,4.948221709E0
5.740083000E0,2.956577936E0,-3.448408295E0,1.666384979E0,4.838358374E0
5.750034000E0,2.940237308E0,-3.139651920E0,1.654316618E0,4.608597734E0
5.759986000E0,2.955170512E0,-3.159778036E0,1.657755950E0,4.633075089E0
5.769937000E0,3.577693741E0,-2.513169540E0,1.294531592E0,4.559794479E0
5.779888000E0,3.845515514E0,-2.203477610E0,1.096488444E0,4.565697105E0
5.789839000E0,4.026265229E0,-2.103374448E0,7.641420619E-1,4.606398686E0
5.799791000E0,4.022787890E0,-2.100623918E0,4.101776464E-1,4.556719099E0
5.809742000E0,3.923844230E0,-2.000735933E0,4.511945486E-2,4.404717196E0
5.819693000E0,3.836829475E0,-1.811771464E0,-4.212638211E-1,4.263946466E0
5.829645000E0,3.726933981E0,-1.737040540E0,-1.046557754E0,4.242950608E0
5.839596000E0,3.902029438E0,-1.687132215E0,-1.679816325E0,4.570998987E0
5.849547000E0,4.323422483E0,-1.588172184E0,-2.338586884E0,5.165584329E0
5.859498000E0,4.859616836E0,-1.519542244E0,-3.038117359E0,5.929168703E0
5.869450000E0,5.299870074E0,-1.651029167E0,-3.477221035E0,6.550235587E0
5.879401000E0,5.484375456E0,-1.894586164E0,-3.706896157E0,6.885412841E0
5.889352000E0,5.430230824E0,-1.826622807E0,-3.735822333E0,6.839614476E0
5.899303000E0,4.967071118E0,-2.198278266E0,-3.686103458E0,6.564417836E0
5.909255000E0,4.366634576E0,-2.440258269E0,-3.566448376E0,6.143444633E0
5.919206000E0,3.861224644E0,-2.641146964E0,-3.560739155E0,5.879079551E0
5.929157000E0,3.488010902E0,-2.725502406E0,-3.585241327E0,5.696361891E0
5.939108000E0,3.310851962E0,-2.717310457E0,-3.468438517E0,5.511404773E0
5.949060000E0,3.142797722E0,-2.650781422E0,-3.257447587E0,5.245453693E0
5.959011000E0,2.795855520E0,-2.659783210E0,-3.012490182E0,4.895544087E0
5.968962000E0,2.319326155E0,-2.691348819E0,-2.737453530E0,4.485118071E0
5.978914000E0,2.166971104E0,-2.574464732E0,-2.644735401E0,4.279983384E0
5.988865000E0,1.201516278E0,-2.558207719E0,-2.288631928E0,3.636743626E0
5.998816000E0,7.690240484E-1,-2.322825714E0,-2.063221618E0,3.200593809E0
6.008767000E0,3.493980324E-1,-2.042869214E0,-2.073906674E0,2.931975870E0
6.018719000E0,7.298436105E-2,-1.889599659E0,-2.286150223E0,2.966883286E0
6.028670000E0,-7.230082154E-2,-1.627004128E0,-2.118603229E0,2.672236793E0
6.038621000E0,-3.061192811E-1,-1.294834916E0,-1.833252965E0,2.265198205E0
6.048572000E0,-6.770835990E-1,-9.391107810E-1,-1.718501797E0,2.072105133E0
6.058524000E0,-1.158305939E0,-5.566274482E-1,-1.579692698E0,2.036402657E0
6.068475000E0,-1.592868960E0,-9.821918964E-2,-1.229624574E0,2.014660052E0
6.078426000E0,-2.129025013E0,2.390768605E-1,-9.780058748E-1,2.355079774E0
6.088377000E0,-2.594651367E0,6.195165914E-1,-8.152199757E-1,2.789372713E0
6.098329000E0,-2.999594733E0,9.843711537E-1,-7.300204888E-1,3.240290888E0
6.108280000E0,-3.237179091E0,1.286360546E0,-9.650918604E-1,3.614616746E0
6.118231000E0,-3.384355263E0,1.632633242E0,-1.135062233E0,3.925266631E0
6.128182000E0,-3.451380727E0,1.988506481E0,-1.139533453E0,4.143033121E0
6.138134000E0,-3.476869325E0,2.245615570E0,-1.067015992E0,4.274334184E0
6.148085000E0,-3.673521420E0,2.327728604E0,-1.051590160E0,4.474250992E0
6.158036000E0,-3.986274952E0,2.395357500E0,-1.023805068E0,4.761964129E0
6.167988000E0,-4.349368625E0,2.489929197E0,-8.292915925E-1,5.079810960E0
6.177939000E0,-4.808634085E0,2.459488592E0,-5.809955733E-1,5.432274087E0
6.187890250E0,-4.953564634E0,2.481129137E0,-5.207615045E-1,5.564620106E0
6.197841250E0,-5.724079138E0,2.339537641E0,-1.116555065E-2,6.183740213E0
6.207793250E0,-5.837480038E0,2.345933910E0,5.952699423E-2,6.291511946E0
6.217744250E0,-6.131455822E0,2.270994240E0,3.351106533E-1,6.547095882E0
6.227695250E0,-6.371575241E0,2.132883006E0,5.805872914E-1,6.744126524E0
6.237646250E0,-6.498742826E0,1.997967276E0,7.605859315E-1,6.841346542E0
6.247598250E0,-6.582352747E0,1.849718724E0,1.006583557E0,6.911008429E0
6.257549250E0,-6.588932034E0,1.685065809E0,1.266859790E0,6.917977007E0
6.267500250E0,-6.617808509E0,1.532497920E0,1.526537268E0,6.962345536E0
6.277451250E0,-6.711500199E0,1.342657539E0,1.699301733E0,7.052275560E0
6.287403250E0,-6.846224726E0,1.098219951E0,1.816057181E0,7.167631669E0
6.297354250E0,-7.060014718E0,7.622769463E-1,1.746299314E0,7.312621640E0
6.307305250E0,-7.313523676E0,3.181008106E-1,1.589411793E0,7.490997699E0
6.317256250E0,-7.609637786E0,-2.509472930E-1,1.335527152E0,7.730019053E0
