"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.066913750E0,-3.305984447E0,-2.542001576E0,-6.998117262E-1,4.228598069E0
3.076865750E0,-2.392025757E0,-1.229151973E0,-5.214739877E-1,2.739440986E0
3.086816750E0,-1.519582882E0,2.534007847E-2,-3.939742810E-1,1.570028659E0
3.096767750E0,-3.900791582E-1,1.028096048E0,-9.967315829E-1,1.484121653E0
3.106719750E0,7.200185341E-1,1.702761238E0,-1.435789651E0,2.340793550E0
3.116670750E0,1.502828855E0,2.063718631E0,-1.062144384E0,2.765064167E0
3.126621750E0,2.055466163E0,2.238621715E0,-5.408288197E-1,3.086885833E0
3.136573750E0,2.217622902E0,2.041491610E0,-4.158317212E-1,3.042770999E0
3.146524750E0,2.053821049E0,1.747602950E0,-1.198749375E-1,2.699382703E0
3.156475750E0,2.184874986E0,2.127778972E0,-2.214328142E-1,3.057802242E0
3.166427750E0,2.908348055E0,3.575339068E0,-6.601610991E-1,4.655894171E0
3.176378750E0,4.070655244E0,5.257041559E0,-1.452172526E0,6.805551051E0
3.186329750E0,5.537179322E0,6.761276377E0,-1.458750643E0,8.860201269E0
3.196281750E0,6.753312469E0,6.628783148E0,-8.547576785E-1,9.501505461E0
3.206232750E0,8.122626879E0,5.631274470E0,-5.984405950E-2,9.883921332E0
3.216183750E0,9.708556656E0,5.491440647E0,2.323297584E-1,1.115643177E1
3.226134750E0,1.132657361E1,5.503154374E0,3.772179151E-1,1.259834399E1
3.236086750E0,1.283450972E1,4.857120075E0,1.666926577E0,1.382370787E1
3.246037750E0,1.383255692E1,3.096028767E0,3.001593311E0,1.448911963E1
3.255988750E0,1.525077101E1,9.859767991E-1,4.056048607E0,1.581169495E1
3.265940750E0,1.724104862E1,-7.758775699E-1,4.278835709E0,1.778100611E1
3.275891750E0,1.942648874E1,-9.307527709E-1,3.717134340E0,1.980080435E1
3.285842750E0,2.105989323E1,6.191914862E-1,3.713254127E0,2.139370835E1
3.295794750E0,2.013264411E1,1.580698857E0,4.106144627E0,2.060782355E1
3.305745750E0,1.682927366E1,1.421445261E0,5.723549380E0,1.783266598E1
3.315696750E0,1.423328299E1,2.995594652E0,6.232492785E0,1.582415553E1
3.325648750E0,1.072537927E1,6.002033551E0,4.338522332E0,1.303383839E1
3.335599750E0,4.228960714E0,8.299117482E0,2.454717264E0,9.632502092E0
3.345550750E0,1.956978294E-1,9.278544230E0,-2.335675263E0,9.570008339E0
3.355502750E0,-2.519370805E0,7.328620602E0,-6.265340688E0,9.965460507E0
3.365453750E0,-9.982016898E0,1.243328547E-1,-6.511763406E-1,1.000400673E1
3.375404750E0,-1.563087395E1,-3.834267810E0,9.837708786E0,1.886282969E1
3.385356750E0,-1.526688711E1,7.297898161E-1,9.844173467E0,1.818015914E1
3.395307750E0,-8.193272939E0,5.087224967E0,1.560420860E0,9.769569723E0
3.405258750E0,-2.698121941E0,1.070850888E0,-1.890140526E0,3.463988286E0
3.415210750E0,-3.860010177E-1,-2.962721606E0,-1.294213357E0,3.256025846E0
3.425161750E0,2.868150494E0,-1.916548891E0,-1.315577036E0,3.691908700E0
3.435112750E0,5.420185892E0,6.683759254E-1,-2.224790565E0,5.897019123E0
3.445064750E0,6.569028697E0,2.178835689E0,-2.991843956E0,7.539933238E0
3.455015750E0,6.471403584E0,2.436170481E0,-1.975066948E0,7.191305891E0
3.464966750E0,4.895252692E0,1.526509786E0,-9.261548129E-1,5.210709527E0
3.474918750E0,2.866046081E0,3.762794369E-1,-6.567689100E-1,2.964313033E0
3.484869750E0,9.007214713E-1,-3.381561756E-2,1.735900918E-1,9.179194871E-1
3.494820750E0,-8.293334001E-1,1.461020386E-1,1.223678687E0,1.485439067E0
3.504772750E0,-1.902385327E0,3.976018935E-1,1.222468167E0,2.295993383E0
3.514723750E0,-2.170919875E0,6.233441788E-1,6.321367832E-1,2.345431300E0
3.524674750E0,-1.787060839E0,4.706166601E-1,6.238466008E-1,1.950448939E0
3.534626750E0,-9.099959593E-1,2.927081072E-1,3.636807337E-1,1.022758211E0
3.544577750E0,-3.197315991E-2,4.849692357E-1,-2.325727102E-1,5.388019191E-1
3.554528750E0,3.916274279E-1,4.989902741E-1,-4.138694322E-1,7.573976781E-1
3.564480750E0,4.588592982E-1,2.450532997E-1,-3.328702927E-1,6.175804457E-1
3.574431750E0,4.635788783E-1,2.664166868E-2,-1.224594069E-1,4.802202216E-1
3.584382750E0,6.306382880E-1,-9.511782646E-2,5.196186662E-2,6.398844323E-1
3.594333750E0,8.444438479E-1,-2.655805349E-2,-1.954664259E-1,8.671781052E-1
3.604285750E0,9.155790270E-1,1.129483259E-1,-5.248786752E-1,1.061385841E0
3.614236750E0,7.029598671E-1,1.086927223E-1,-5.038569117E-1,8.716871400E-1
3.624187750E0,5.165943035E-1,3.386298001E-2,-3.810127580E-1,6.427963111E-1
3.634139750E0,4.235938269E-1,-1.353571951E-2,-1.069056670E-1,4.370855380E-1
3.644090750E0,2.480339544E-1,1.120513630E-1,-2.685754788E-1,3.823730355E-1
3.654041750E0,-1.235621278E-1,2.141150969E-1,-5.760808423E-1,6.268827730E-1
3.663993750E0,-6.266352110E-1,8.943784118E-2,-8.573449253E-1,1.065697488E0
3.673944750E0,-9.719110295E-1,-6.592794120E-2,-8.451261449E-1,1.289649465E0
3.683895750E0,-9.799553365E-1,-1.606487417E-1,-5.648758230E-1,1.142455765E0
3.693847750E0,-7.115089349E-1,-2.139221388E-1,-4.346937060E-1,8.607939731E-1
3.703798750E0,-2.921519639E-1,-2.422524834E-1,-3.240997615E-1,4.990788426E-1
3.713749750E0,1.518167052E-1,-3.065724403E-1,-1.682442749E-1,3.812362904E-1
3.723701750E0,5.374817638E-1,-3.948291439E-1,-2.137436526E-1,7.003306707E-1
3.733652750E0,7.485585013E-1,-3.781528848E-1,-4.695923741E-1,9.611745065E-1
3.743603750E0,7.765748504E-1,-1.623765939E-1,-1.735968161E-1,8.121394653E-1
3.753555750E0,5.491996571E-1,5.740094662E-2,-5.134206176E-2,5.545729342E-1
3.763506750E0,1.439452931E-1,2.638784105E-1,-4.869960268E-1,5.722911785E-1
3.773457750E0,-2.511156929E-1,2.962176061E-1,-2.886618340E-1,4.838694201E-1
3.783409750E0,-4.886632141E-1,3.266511941E-1,1.175407290E-1,5.994235251E-1
3.793360750E0,-5.565423712E-1,3.549996650E-1,9.550257325E-2,6.669969375E-1
3.803311750E0,-4.967858738E-1,3.565485924E-1,8.320836380E-2,6.171278109E-1
3.813263750E0,-3.593330365E-1,3.191755289E-1,7.945430517E-2,4.871408790E-1
3.823214750E0,-2.551243977E-1,2.274584430E-1,2.395278271E-1,4.173719942E-1
3.833165750E0,-2.960686482E-1,3.329509842E-1,7.230457838E-1,8.492986564E-1
3.843116750E0,-5.537628973E-1,6.610505337E-1,1.029494555E0,1.342944598E0
3.853068750E0,-1.087413419E0,1.097171545E0,7.933338475E-1,1.736557496E0
3.863019750E0,-1.712353888E0,1.449611884E0,4.782086849E-1,2.293951612E0
3.872970750E0,-2.302163993E0,1.781163629E0,-2.850649193E-2,2.910896003E0
3.882922750E0,-2.676207454E0,2.069250097E0,-3.086253977E-1,3.396929781E0
3.892873750E0,-2.747437651E0,2.279606019E0,-4.197189867E-1,3.594604467E0
3.902824750E0,-2.487770990E0,2.518795146E0,-2.477816105E-1,3.548905354E0
3.912776750E0,-2.211001223E0,2.806350687E0,-1.649663258E-1,3.576498913E0
3.922727750E0,-2.144777997E0,3.032769495E0,-1.342167688E-1,3.716958112E0
3.932678750E0,-2.588610609E0,3.192940519E0,-2.767941058E-1,4.119755942E0
3.942630750E0,-3.223144020E0,3.579962461E0,1.428521562E-1,4.819252570E0
3.952581750E0,-4.087842549E0,3.474191592E0,8.933505443E-1,5.438615552E0
3.962532750E0,-4.874924554E0,3.521479779E0,1.294786384E0,6.151599875E0
3.972485542E0,-5.120206772E0,4.062078840E0,2.839612573E0,7.126036869E0
3.982436542E0,-5.495078200E0,3.938551147E0,3.035170362E0,7.410825101E0
3.992387542E0,-6.106962420E0,4.268921755E0,2.771819955E0,7.949947724E0
4.002339542E0,-6.945756031E0,6.235338625E0,2.921521540E0,9.780504216E0
4.012290542E0,-8.741040686E0,7.755681353E0,1.453676283E0,1.177580402E1
4.022241542E0,-1.055593047E1,8.139756297E0,-8.655364358E-1,1.335786113E1
4.032193542E0,-1.173580153E1,7.969332181E0,-2.384858240E0,1.438495192E1
4.042144542E0,-1.169780749E1,6.495292969E0,-4.485938240E0,1.411209314E1
4.052095542E0,-1.105654452E1,5.178869548E0,-5.349808220E0,1.332997804E1
4.062047542E0,-9.089846980E0,4.129101380E0,-6.269232595E0,1.178889620E1
4.071998542E0,-6.301422102E0,2.886525954E0,-6.478709096E0,9.487551008E0
4.081949542E0,-3.144598664E0,1.823550096E0,-4.774165041E0,6.000540605E0
4.091900542E0,-2.612477481E-2,8.149053955E-1,-1.962785164E0,2.125389119E0
4.101852542E0,2.529140625E0,-8.541086376E-2,4.646758890E-1,2.572891564E0
4.111803542E0,4.246076099E0,-7.476425350E-1,1.769097315E0,4.660240005E0
4.121754542E0,5.342838923E0,-1.197155424E0,1.906490511E0,5.797742228E0
4.131706542E0,6.009890454E0,-4.673381263E-1,-2.150793028E-1,6.031869304E0
4.141657542E0,4.112257891E0,6.758931059E-1,-1.186210606E0,4.332965734E0
4.151608542E0,2.210253364E-1,1.451549066E0,-1.855941331E-1,1.479963538E0
4.161560542E0,-3.645217972E0,1.913334092E0,1.860794338E-1,4.121054109E0
4.171511542E0,-7.250898242E0,-6.288563490E-1,1.290820802E0,7.391698314E0
4.181462542E0,-8.363797628E0,-2.902160239E0,1.215157832E0,8.936008805E0
4.191414542E0,-8.868385441E0,-4.637003980E0,-1.135646224E-1,1.000814484E1
4.201365542E0,-8.906691136E0,-6.358212014E0,-1.424326769E0,1.103561116E1
4.211316542E0,-8.736898518E0,-7.430459803E0,-1.155095233E0,1.152733159E1
4.221268542E0,-8.431863896E0,-7.252774613E0,2.859803192E-1,1.112568439E1
4.231219542E0,-7.678726732E0,-5.676196874E0,9.503877211E-1,9.596108169E0
4.241170542E0,-6.335861033E0,-3.226441557E0,3.004919207E-1,7.116414514E0
4.251121542E0,-5.128765926E0,-1.422002501E0,-7.251252729E-2,5.322742630E0
4.261073542E0,-4.295704926E0,-7.818276966E-1,6.448110616E-1,4.413628515E0
4.271024542E0,-3.239107211E0,-4.229051346E-1,1.997546861E0,3.828949952E0
4.280975542E0,-3.012269742E0,-1.251462609E0,1.571820445E0,3.620848957E0
4.290927542E0,-2.492891981E0,-2.275101909E0,9.891886016E-1,3.516972166E0
4.300878542E0,-2.682996364E0,-3.017109482E0,2.312336394E0,4.652775378E0
4.310829542E0,-3.144901257E0,-2.578598714E0,3.703377303E0,5.500416229E0
4.320781542E0,-2.526816941E0,-9.285787761E-1,3.113862190E0,4.116211868E0
4.330732542E0,-1.921747651E0,7.035498512E-1,2.581389005E0,3.294186640E0
4.340683542E0,-1.508777228E0,2.123358477E0,2.686947620E0,3.742291738E0
4.350635542E0,-1.032758033E0,3.244360934E0,2.419483112E0,4.176884671E0
4.360586542E0,-3.741462265E-1,3.854530166E0,2.180454783E0,4.444296487E0
4.370537542E0,4.231976415E-1,4.026191554E0,2.940011605E0,5.003297204E0
4.380489542E0,1.258382643E0,3.640549555E0,3.433245295E0,5.159874146E0
4.390440542E0,1.970580672E0,3.309163286E0,3.440726223E0,5.164527740E0
4.400391542E0,2.535642729E0,3.125107555E0,3.162620952E0,5.118393553E0
4.410343542E0,3.066933315E0,3.025817741E0,2.775856873E0,5.125137494E0
4.420294542E0,3.536370007E0,3.022108267E0,2.330463054E0,5.202894315E0
4.430245542E0,3.889798817E0,3.035404835E0,2.182384218E0,5.395092050E0
4.440196542E0,3.920417177E0,2.849330646E0,1.863587151E0,5.192428434E0
4.450148542E0,3.826970192E0,2.802233078E0,1.614796164E0,5.010566608E0
4.460099542E0,4.104866425E0,3.282927414E0,1.821785552E0,5.562952757E0
4.470050542E0,4.799150194E0,3.869681472E0,1.874102783E0,6.443488071E0
4.480002542E0,5.552130067E0,3.717771978E0,1.342828131E0,6.815509090E0
4.489953542E0,6.066119034E0,3.085110261E0,1.065371901E0,6.888448501E0
4.499904542E0,6.928550599E0,3.401569759E0,2.258981720E0,8.042293742E0
4.509856542E0,8.084743938E0,2.782682912E0,1.912762380E0,8.761567706E0
4.519807542E0,9.030752095E0,2.135809538E0,-3.031054799E-1,9.284828416E0
4.529758542E0,1.033228032E1,1.140122852E0,-6.379357593E-1,1.041455034E1
4.539710542E0,1.166250785E1,-2.579557657E-1,-4.195995574E-1,1.167290428E1
4.549661542E0,1.302891093E1,-1.641190642E0,-3.038565548E-1,1.313538562E1
4.559612542E0,1.490366626E1,-2.531528628E0,-3.617343418E-1,1.512146676E1
4.569564542E0,1.801489837E1,-6.530684996E-1,2.769393361E-1,1.802885901E1
4.579515542E0,2.194024768E1,4.432582982E0,2.662310377E-1,2.238510976E1
4.589466542E0,1.924091565E1,8.514663393E0,-4.893463444E0,2.160227563E1
4.599417542E0,7.765218161E0,5.787918454E0,-4.080857173E0,1.050961504E1
4.609369542E0,-1.655683258E0,2.696862159E0,5.681506730E0,6.503373838E0
4.619320542E0,-4.423234161E0,4.037686011E0,2.994155653E0,6.695735720E0
4.629271542E0,-7.424954649E0,4.313474615E0,-6.085425371E0,1.052465756E1
4.639223542E0,-1.182260110E1,5.119055455E0,-5.025632737E0,1.382879640E1
4.649174542E0,-1.297817815E1,6.294190850E0,2.587169563E0,1.465412545E1
4.659125542E0,-8.614725040E0,2.517698793E0,5.327916244E0,1.043738407E1
4.669077542E0,-3.535052336E0,-1.676679148E0,2.121229652E0,4.450557631E0
4.679028542E0,-8.628904246E-1,-3.973415755E0,-1.675556190E-1,4.069482465E0
4.688979542E0,2.016393314E0,-4.393802494E0,-7.830895257E-1,4.897404574E0
4.698931542E0,5.359578332E0,-1.952277133E0,-3.594235222E-1,5.715387229E0
4.708882542E0,7.528981878E0,1.242859601E0,2.192846203E-1,7.634026058E0
4.718833542E0,7.175246381E0,2.449554173E0,2.552578604E-1,7.586147431E0
4.728784542E0,5.021294103E0,2.013013331E0,-9.303402498E-2,5.410570438E0
4.738736542E0,1.947308169E0,1.298408149E0,-8.950344694E-1,2.505785212E0
4.748687542E0,-5.471739623E-1,1.086835422E0,-1.440573696E0,1.885699646E0
4.758638542E0,-1.808632679E0,2.678188491E-1,-6.410923786E-1,1.937492849E0
4.768590542E0,-1.766543544E0,-5.491669858E-1,8.070571165E-1,2.018316541E0
4.778541542E0,-6.251820318E-1,-2.013862932E-1,1.400472614E0,1.546846002E0
4.788492542E0,5.827786086E-1,5.778885090E-1,6.908086221E-1,1.072754673E0
4.798444542E0,1.073907959E0,9.219737613E-1,1.613841753E-1,1.424555641E0
4.808395542E0,8.539385567E-1,9.528979307E-1,9.133350849E-2,1.282796685E0
4.818346542E0,2.764100169E-1,6.290633404E-1,4.888286904E-2,6.888488358E-1
4.828298542E0,-2.591397538E-1,2.254399842E-1,3.017829859E-1,4.572193883E-1
4.838249542E0,-7.071497626E-1,4.578369856E-2,1.837945063E-1,7.320774237E-1
4.848200542E0,-8.433212556E-1,1.190025330E-2,-3.922287409E-1,9.301482362E-1
4.858152542E0,-5.632984269E-1,2.838472366E-2,-1.672549260E-1,5.882899120E-1
4.868103542E0,2.103473704E-2,6.830541909E-2,1.965731576E-2,7.412489799E-2
4.878054542E0,5.658047628E-1,-5.959131360E-2,-2.452651151E-1,6.195491352E-1
4.888005542E0,9.431372467E-1,-1.138207304E-1,-2.074826002E-1,9.723744414E-1
4.897957542E0,1.093900466E0,-1.244954073E-1,-6.973170117E-2,1.103168096E0
4.907908542E0,1.038465500E0,-1.388082218E-1,-9.046665877E-3,1.047740502E0
4.917859542E0,8.187785912E-1,-7.349540770E-2,4.741051090E-1,9.489866230E-1
4.927811542E0,4.730168691E-1,-7.841174662E-2,5.648069720E-1,7.408780440E-1
4.937762542E0,1.237195641E-1,-2.533493292E-1,3.098743629E-1,4.189445476E-1
4.947713542E0,-1.068653578E-1,-3.243392050E-1,2.451282902E-1,4.203617529E-1
4.957665542E0,-4.015023153E-1,-2.773246676E-1,3.923563564E-1,6.261442253E-1
4.967616500E0,-6.758047398E-1,-1.769045860E-1,3.354359047E-1,7.749351747E-1
4.977567500E0,-7.397418503E-1,1.102024734E-2,9.881429002E-2,7.463938068E-1
4.987519500E0,-6.921218336E-1,8.499454200E-2,-3.354806359E-1,7.738242448E-1
4.997470500E0,-4.736778968E-1,2.416127980E-2,-4.741904052E-1,6.706795492E-1
5.007421500E0,-1.358463878E-1,1.135874265E-1,-4.385984036E-1,4.729956703E-1
5.017372500E0,1.360618212E-1,2.464431828E-1,-4.336529016E-1,5.170124763E-1
5.027324500E0,2.842452858E-1,2.809078413E-1,-2.558764958E-1,4.745285860E-1
5.037275500E0,1.832887953E-1,2.557244682E-1,-1.417482018E-1,3.450830898E-1
5.047226500E0,-1.925332432E-1,3.253010720E-1,-1.754456326E-1,4.167385357E-1
5.057178500E0,-6.410018199E-1,4.650623900E-1,-3.941609533E-1,8.846068148E-1
5.067129500E0,-1.083486137E0,7.249097300E-1,-8.039148228E-1,1.531572841E0
5.077080500E0,-1.534790321E0,9.624785936E-1,-6.678023136E-1,1.930778678E0
5.087032500E0,-1.918352026E0,1.042728705E0,-6.624007288E-1,2.281695066E0
5.096983500E0,-2.177139997E0,1.143913602E0,-1.176810695E0,2.726418953E0
5.106934500E0,-2.197035441E0,1.326070157E0,-1.655202910E0,3.053706512E0
5.116886500E0,-1.972035752E0,1.620234221E0,-1.293628635E0,2.861391092E0
5.126837500E0,-1.641226164E0,1.853249858E0,-6.104458789E-1,2.549667141E0
5.136788500E0,-1.400186247E0,1.895059204E0,-1.694077611E-1,2.362301823E0
5.146739500E0,-1.290312826E0,2.201360918E0,-1.192644517E-1,2.554431657E0
5.156691500E0,-1.359112042E0,2.878577249E0,7.070804000E-1,3.260882582E0
5.166642500E0,-1.968469535E0,2.903955334E0,7.486657977E-1,3.587245374E0
5.176593500E0,-2.681964038E0,3.126458847E0,-3.957859676E-2,4.119374041E0
5.186545500E0,-3.395275816E0,3.670166872E0,-2.799857354E-1,5.007635644E0
5.196496500E0,-4.165523686E0,3.966513117E0,-3.747609150E-1,5.764135636E0
5.206447500E0,-4.946523417E0,4.024128656E0,-8.684454256E-1,6.435518846E0
5.216399500E0,-5.607821873E0,4.026102676E0,-1.073705499E0,6.986416279E0
5.226350500E0,-6.170889444E0,3.952223691E0,-7.759570920E-1,7.368993015E0
5.236301500E0,-6.649596312E0,3.840935390E0,-7.120060945E-1,7.712124770E0
5.246252500E0,-7.044187474E0,3.749172111E0,-1.041575634E0,8.047468452E0
5.256204500E0,-7.396514962E0,3.996740298E0,-1.356619520E0,8.516030948E0
5.266155500E0,-7.922006571E0,4.512898582E0,-1.771596415E0,9.287787443E0
5.276106500E0,-8.517619160E0,5.111624814E0,-2.981129225E0,1.037138736E1
5.286058500E0,-8.992025986E0,5.859635139E0,-4.117785848E0,1.149556504E1
5.296009500E0,-8.789218234E0,6.208421552E0,-4.659204689E0,1.172616918E1
5.305960500E0,-7.568513149E0,6.309156799E0,-4.418847873E0,1.079879935E1
5.315912500E0,-5.648039607E0,6.865514690E0,-3.794473999E0,9.666109677E0
5.325863500E0,-5.083387440E0,6.702505428E0,-4.030361204E0,9.327819590E0
5.335814500E0,-3.278533232E0,6.260164148E0,-4.463169183E0,8.358128646E0
5.345765500E0,-1.299069470E0,4.952105754E0,-3.857684739E0,6.410356030E0
5.355717500E0,-7.094093460E-1,3.526643456E0,-3.281082033E0,4.868878207E0
5.365668500E0,-1.169907399E0,2.552659881E0,-3.290743387E0,4.325938954E0
5.375619500E0,-2.905672662E0,5.621179837E-1,-2.925018175E0,4.161086585E0
5.385571500E0,-4.920661182E0,-1.364945371E0,-2.071015518E0,5.510452578E0
5.395522500E0,-5.587099341E0,-1.532478039E0,-2.573855453E0,6.339471577E0
5.405473500E0,-5.436649312E0,-1.290693918E0,-3.162416300E0,6.420585907E0
5.415425500E0,-4.975274177E0,-1.159932050E0,-2.636478547E0,5.748896818E0
5.425376500E0,-4.536526011E0,-1.005098364E0,-1.703649430E0,4.949011250E0
5.435327500E0,-4.620714807E0,-1.123156571E0,-1.382964735E0,4.952280027E0
5.445278500E0,-5.206747318E0,-1.601240126E0,-1.688921463E0,5.703213417E0
5.455230500E0,-5.890398510E0,-2.519207375E0,-2.169798964E0,6.763965401E0
5.465181500E0,-6.389097008E0,-3.532908162E0,-2.556444198E0,7.735464278E0
5.475132500E0,-6.310787587E0,-4.149808710E0,-2.591218759E0,7.985071506E0
5.485084500E0,-5.745162444E0,-4.079142770E0,-2.411425210E0,7.447232290E0
5.495035500E0,-4.698952307E0,-3.191773415E0,-2.274939503E0,6.119062024E0
5.504986500E0,-3.416336902E0,-1.931697857E0,-1.919524393E0,4.368911573E0
5.514938500E0,-2.424843839E0,-1.371602426E0,-1.794425553E0,3.313777893E0
5.524889500E0,-2.079713105E0,-2.086199421E0,-1.875425423E0,3.492084641E0
5.534840500E0,-2.419698290E0,-3.026770252E0,-1.737789568E0,4.246903643E0
5.544792500E0,-3.376339608E0,-3.737131525E0,-1.092135338E0,5.153501798E0
5.554743500E0,-4.283372856E0,-3.853750148E0,-5.756754841E-1,5.790515995E0
5.564694500E0,-4.703282462E0,-3.258552711E0,-9.545452376E-1,5.800878235E0
5.574645500E0,-4.216740325E0,-1.992512993E0,-1.653716547E0,4.948311370E0
5.584597500E0,-2.988301128E0,-3.286053336E-1,-1.711702216E0,3.459457988E0
5.594548500E0,-1.595653696E0,1.061875997E0,-1.518717787E0,2.445443736E0
5.604499500E0,-5.116255224E-1,1.875027813E0,-1.527993225E0,2.472297164E0
5.614451500E0,2.238358006E-1,2.170468909E0,-1.606595006E0,2.709646704E0
5.624402500E0,9.872655255E-1,2.214626496E0,-1.726337796E0,2.976492218E0
5.634353500E0,1.880789367E0,2.648919083E0,-1.167341641E0,3.452075819E0
5.644305500E0,2.612747915E0,3.040217679E0,-9.913755333E-1,4.129431032E0
5.654256500E0,3.163131122E0,3.298189816E0,-1.373686373E0,4.771841239E0
5.664207500E0,3.641212630E0,3.698253388E0,-1.106413654E0,5.306567507E0
5.674158500E0,4.128626879E0,4.058051863E0,-3.932206114E-1,5.802410471E0
5.684110500E0,4.801862425E0,4.343796521E0,1.095264622E-1,6.475990041E0
5.694061500E0,5.619137989E0,4.750090885E0,3.084149710E-1,7.364319042E0
5.704012500E0,6.436341341E0,5.198648340E0,8.624299563E-2,8.274048118E0
5.713964500E0,7.416345209E0,6.195374660E0,-2.589052805E-1,9.667051018E0
5.723915500E0,7.970927301E0,5.383372407E0,2.149606043E0,9.855819938E0
5.733866500E0,8.124983307E0,4.169162993E0,5.712086499E-1,9.150057548E0
5.743818500E0,9.371050690E0,5.512525122E0,8.724610010E-1,1.090714043E1
5.753769500E0,1.142114297E1,5.807758641E0,1.337958570E0,1.288265114E1
5.763720500E0,1.370008942E1,4.663459707E0,6.269802698E-1,1.448562774E1
5.773671500E0,1.581283228E1,2.840306053E0,2.027841285E0,1.619336727E1
5.783623500E0,1.731116375E1,1.036513699E0,2.512952024E0,1.752328961E1
5.793574500E0,1.861988990E1,1.886042798E-1,1.362449340E0,1.867062237E1
5.803525500E0,1.955340489E1,9.674884880E-1,2.016013391E0,1.968085331E1
5.813477500E0,1.788891076E1,2.180451275E0,2.338169392E0,1.817235626E1
5.823428500E0,1.422196044E1,3.867683478E0,2.969460522E0,1.503465430E1
5.833379500E0,1.169375069E1,6.657456139E0,5.227228360E0,1.443570032E1
5.843331500E0,7.534872363E0,9.323583578E0,1.064547444E0,1.203481506E1
5.853282500E0,-1.570199597E-1,7.732555030E0,4.833425403E-2,7.734300147E0
5.863233500E0,-7.704863786E0,4.218246861E0,2.087138923E0,9.028548135E0
5.873184500E0,-1.000531337E1,1.510203071E0,9.781526399E-1,1.016581485E1
5.883136500E0,-1.020086649E1,-9.939524013E-1,2.362837918E0,1.051801414E1
5.893087500E0,-5.336071356E0,3.971633524E-1,1.315957105E0,5.510275796E0
5.903038500E0,-1.575976938E0,-4.456940728E-1,8.522973163E-1,1.846282002E0
5.912990500E0,9.832575515E-2,-2.112589660E0,-2.998099892E-1,2.136021782E0
5.922941500E0,2.115060547E0,-1.514187364E0,-2.596297066E0,3.675187471E0
5.932892500E0,3.725716590E0,-4.521692795E-1,-2.923467493E0,4.757318925E0
5.942844500E0,5.210412353E0,4.071381176E-1,-1.727486190E0,5.504395232E0
5.952795500E0,6.363877966E0,1.254417792E0,-2.393148422E-1,6.490745594E0
5.962746500E0,6.131351157E0,1.399714084E0,3.778985310E-1,6.300434416E0
5.972698042E0,4.322595102E0,8.522644258E-1,1.740986533E-1,4.409250889E0
5.982650042E0,2.412600501E0,4.528528190E-1,4.316205557E-1,2.492391052E0
5.992601042E0,9.711116420E-1,2.168504244E-1,1.540450279E0,1.833867223E0
6.002552042E0,-2.745726024E-1,8.898292780E-3,1.612181728E0,1.635420196E0
6.012504042E0,-1.344460089E0,7.228620350E-2,5.340168500E-1,1.448437856E0
6.022455042E0,-1.917243394E0,6.557985646E-1,-1.419084156E-1,2.031263643E0
6.032406042E0,-2.103422980E0,1.447561265E0,-2.866669102E-1,2.569435690E0
6.042357042E0,-1.891569732E0,1.448254160E0,-4.816142495E-1,2.430520201E0
6.052309042E0,-9.991568618E-1,9.687748754E-1,-2.116246216E-1,1.407701735E0
6.062260042E0,1.092644247E-1,4.246838576E-1,3.538712986E-1,5.634891209E-1
6.072211042E0,9.219994891E-1,1.323230749E-1,-1.847087185E-1,9.495839956E-1
6.082163042E0,1.265365388E0,1.587250078E-1,-5.278398514E-1,1.380202196E0
6.092114042E0,1.228802017E0,3.053942263E-1,-7.536232133E-1,1.473488371E0
6.102065042E0,8.977543017E-1,3.524292290E-1,-8.581196813E-1,1.290944823E0
6.112017042E0,5.117134864E-1,2.084842283E-1,-9.863703167E-1,1.130593989E0
6.121968042E0,1.970085924E-1,-7.353750765E-2,-7.377277038E-1,7.671129743E-1
6.131919042E0,9.520776395E-2,-2.511776733E-1,-4.694261670E-1,5.408471764E-1
6.141870042E0,2.047189137E-1,-2.645064014E-1,-4.401292777E-1,5.527994674E-1
6.151822042E0,3.338954923E-1,-2.000618988E-1,-3.479604945E-1,5.220990987E-1
6.161773042E0,4.071943239E-1,-2.320759892E-2,-2.309148784E-1,4.686869863E-1
6.171724042E0,3.896058992E-1,1.728162128E-1,-1.885785520E-1,4.660687400E-1
6.181676042E0,1.851473328E-1,1.995929521E-1,-2.153400886E-1,3.471141529E-1
6.191627042E0,-5.400685720E-2,7.286390841E-2,4.302717492E-2,1.003853951E-1
6.201578042E0,-2.676349542E-1,-9.533651233E-2,1.857533236E-1,3.394433922E-1
6.211530042E0,-3.370335833E-1,-2.442329353E-1,2.140104318E-1,4.680190465E-1
6.221481042E0,-2.296193547E-1,-3.221739811E-1,2.597650404E-1,4.732853245E-1
6.231432042E0,-3.508088194E-2,-2.665260297E-1,2.190495622E-1,3.467701018E-1
6.241383042E0,1.514696364E-1,-1.377557230E-1,2.991811211E-1,3.625314238E-1
6.251335042E0,2.650177404E-1,-4.587023735E-2,2.638273935E-1,3.767537325E-1
6.261286042E0,3.071134539E-1,1.013018417E-1,5.524785563E-2,3.280747815E-1
6.271237042E0,2.843672003E-1,3.159186298E-1,-2.414689565E-1,4.888522703E-1
6.281189042E0,1.210534438E-1,4.766351992E-1,-4.482111530E-1,6.653783037E-1
